species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,1-kap,v,p_M,s_Hb_bj,s_Hbj_p,E_Hp,s_p_M,1/s_M,estim_k_J,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C,data_split
Apeltes_quadracus,5.2217522770e+00,2.3546224816e+03,2.0000000000e-01,1.4000000000e-03,1.7000000000e-01,3.0500000000e+00,4.5867225360e-02,2.8815000000e+02,False,1.7376627872e+02,5.9119634201e-03,4.4932942131e-02,1.4426095814e+02,1.0000000000e+00,3.9185525431e-03,5.9520971025e+00,8.0820157664e-03,1.0000000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,test
Aphanius_fasciatus,8.3432240717e+00,2.9039262537e+03,2.0000000000e-01,2.3395002582e-03,1.1600000000e-01,7.4600000000e+00,1.0558119360e+00,2.9015000000e+02,False,2.5489855149e+01,2.4376861284e-01,3.6208083574e-02,1.0540747465e+01,1.0000000000e+00,1.1173817941e-02,2.0896803403e+02,6.0661123283e-03,1.0000000000e+00,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,val
Aphanius_iberus,6.6493565391e+00,4.2472764893e+02,2.0000000000e-01,1.8000000000e-03,2.1600300526e-01,2.3000000000e+00,2.9666069613e+00,2.9515000000e+02,False,1.5664740494e+03,5.5509588982e-02,1.6511401018e-02,3.1245408000e+03,1.0000000000e+00,1.8304230888e-03,3.2001740988e+01,3.2827912703e-03,1.0000000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,train
Aphanopus_carbo,2.9413489377e+00,1.7465592543e+04,2.0000000000e-01,5.2000000000e-04,4.9996180602e+02,3.3620000000e+03,1.6031520219e+02,2.8165000000e+02,True,3.0498604134e+03,2.9385274414e-02,2.0544262194e-02,1.6919296174e+03,5.1502872726e-02,8.8205108433e-07,7.1002642806e+04,2.8730574864e-02,3.8145754016e-01,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,train
Aphanopus_intermedius,3.4801426711e+01,1.7321619204e+04,2.0000000000e-01,5.2000000000e-04,8.7573675584e+02,5.5000000000e+03,1.1257608062e+02,2.8255000000e+02,True,2.8620119623e+03,3.0000000000e-02,2.1677000000e-02,4.8448413225e+02,9.9999997556e-01,2.0058234656e-08,1.4987583770e+05,1.0632653643e-01,9.9999999207e-01,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Aphelocoma_coerulescens,3.4704648486e+00,6.6584942955e+02,2.8000000000e-01,4.2000000000e+00,7.6190000000e+01,8.0200000000e+01,9.0110462422e-02,3.1475000000e+02,False,1.8578417003e+03,7.3892250176e-02,2.7314670476e-02,9.0216914714e+02,1.0000000000e+00,3.8474721659e-02,1.2193019982e+04,8.9868232451e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,train
Aphia_minuta,2.1308928952e+01,7.5200403939e+02,2.0000000000e-01,2.7710000000e-04,3.2490000000e-01,3.1100000000e+00,3.5212576812e+00,2.8315000000e+02,False,4.4806374941e+02,7.4131136909e-02,2.0755197729e-02,5.0936999790e+02,1.0000000000e+00,2.7584583430e-04,8.5990251054e+01,7.8059702190e-03,1.0000000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,train
Aphrastura_spinicauda,2.8580298753e+00,4.4389961970e+02,2.8000000000e-01,2.1000000000e+00,1.0450000000e+01,1.1000000000e+01,1.3854483597e-01,3.1475000000e+02,False,9.7019495353e+02,4.0470887944e-01,3.5262393886e-02,4.4595745961e+02,1.0000000000e+00,1.0001045957e-01,3.3486271912e+04,9.2935366343e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Aplodontia_rufa,1.5695596423e+01,7.5277839590e+02,3.0000000000e-01,2.5500000000e+01,9.5000000000e+02,1.1250000000e+03,3.6531335317e-02,3.1115000000e+02,False,4.7732183745e+03,3.3534612093e-01,3.3913240633e-02,8.5472298889e+02,1.0000000000e+00,1.4744955368e-03,1.0853031076e+07,9.8426836407e-01,1.0000000000e+00,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,test
Apodemus_sylvaticus,6.8218583615e+00,5.2827038756e+02,3.0000000000e-01,2.5000000000e+00,1.4000000000e+01,4.4000000000e+01,7.1459854441e-01,3.0985000000e+02,False,6.9930501127e+02,4.3636497332e-01,2.4636404128e-02,1.9205718507e+02,1.0000000000e+00,6.7512470596e-02,7.3612536850e+04,1.1455054146e-01,1.0000000000e+00,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,train
Aptenodytes_forsteri,1.4290149377e+01,3.0329454133e+03,2.8000000000e-01,3.1500000000e+02,4.2750000000e+04,4.5000000000e+04,8.2428123797e-03,3.1135000000e+02,False,5.4554608971e+02,2.4026920289e-03,4.5426807753e-02,2.1694880468e+01,1.0000000000e+00,8.5525629186e-03,2.7762870463e+05,2.9901589691e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,train
Apteryx_mantelli,2.7179268213e+01,3.0414055519e+03,2.8000000000e-01,2.3925000000e+02,2.2325000000e+03,2.3500000000e+03,9.8638604710e-02,3.1132000000e+02,False,2.9540999977e+02,1.7631609641e-01,9.1292863531e-02,2.0944625543e+01,1.0000000000e+00,6.7217812718e-01,4.3595025500e+05,5.3249622023e-02,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,test
Apus_affinis,4.5116043032e+00,9.7959812954e+02,2.8000000000e-01,1.9500000000e+00,2.3275000000e+01,2.4500000000e+01,7.5132850687e-02,3.1125000000e+02,False,7.8203736141e+02,1.6585761114e-01,2.0785646886e-02,4.2644145943e+02,1.0000000000e+00,5.3267011868e-02,1.5035125270e+04,8.6761669637e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Apus_apus,4.2155940661e+00,1.2919289030e+03,2.8000000000e-01,2.9000000000e+00,3.8190000000e+01,4.0200000000e+01,3.7566425344e-02,3.1125000000e+02,False,1.0491024046e+03,8.0478128759e-02,2.2791499791e-02,5.6427899402e+02,1.0000000000e+00,4.9026768252e-02,9.4399981263e+03,8.8572338191e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Apus_pallidus,4.3687028094e+00,1.2857225450e+03,2.8000000000e-01,2.8000000000e+00,3.9900000000e+01,4.2000000000e+01,7.8399496369e-02,3.1125000000e+02,False,7.7698918464e+02,1.4197712203e-01,2.4057365466e-02,3.4772173149e+02,1.0000000000e+00,3.8767072343e-02,2.4579252445e+04,8.6504881053e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Aquila_chrysaetos,8.9823796082e+00,2.4659006510e+03,2.8000000000e-01,1.0500000000e+02,4.9343000000e+03,5.1940000000e+03,4.6035917932e-02,3.1315000000e+02,False,3.0613148779e+03,1.8862449434e-02,2.5204690757e-02,4.6952974371e+02,1.0000000000e+00,2.1607285796e-02,8.1312499749e+04,6.6232247959e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,test
Aquila_rapax,8.5740896260e+00,2.0703290883e+03,2.8000000000e-01,1.0000000000e+02,1.8715000000e+03,1.9700000000e+03,1.9465504411e-02,3.1315000000e+02,False,2.5913103654e+03,4.6435239869e-02,2.8906929902e-02,4.8446026070e+02,1.0000000000e+00,4.0797195522e-02,1.4036274446e+05,8.8910239248e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Aquila_spilogaster,8.7782346171e+00,2.4659006510e+03,2.8000000000e-01,7.0000000000e+01,1.5494500000e+03,1.6310000000e+03,3.8931008822e-02,3.1315000000e+02,False,2.3199244903e+03,4.7024189433e-02,2.4638447583e-02,4.6709894244e+02,1.0000000000e+00,3.6033199207e-02,1.0322570835e+05,8.1123368262e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Aquila_verreauxii,9.0844521037e+00,2.0549172092e+03,2.8000000000e-01,9.5000000000e+01,4.4099000000e+03,4.6420000000e+03,3.8931008822e-02,3.1315000000e+02,False,3.2897210185e+03,3.0730677641e-02,2.3125809369e-02,5.4368227836e+02,1.0000000000e+00,1.8207967341e-02,1.2838356968e+05,8.2462432743e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Ara_ararauna,5.3077697685e+00,1.9615565736e+03,2.8000000000e-01,1.9700000000e+01,1.4250000000e+03,1.5000000000e+03,3.6535610358e-02,3.1445000000e+02,False,2.5081166234e+03,3.3983075983e-02,2.4713014174e-02,5.3923411080e+02,1.0000000000e+00,8.5277852341e-03,7.3582010825e+04,9.4877592077e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Ara_glaucogularis,5.3077697685e+00,1.0035870842e+03,2.8000000000e-01,1.8000000000e+01,7.4480000000e+02,7.8400000000e+02,3.5074185943e-02,3.1445000000e+02,False,2.0057058955e+03,8.9022699408e-02,2.2224866438e-02,4.8013323807e+02,1.0000000000e+00,1.3178985899e-02,1.2579462360e+05,9.7179614078e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Ara_macao,5.3077697685e+00,1.5053806262e+03,2.8000000000e-01,2.1000000000e+01,1.1400000000e+03,1.2000000000e+03,3.6535610358e-02,3.1445000000e+02,False,2.8998395100e+03,2.6629908049e-01,2.6940294174e-02,5.3747231332e+02,1.0000000000e+00,1.2577036334e-02,5.4108931065e+05,9.9117049790e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Arapaima_gigas,4.3591452298e+00,3.5357511308e+03,2.0000000000e-01,1.9849537037e-02,2.9629629630e+04,1.0000000000e+05,1.1313013422e+02,3.0115000000e+02,False,7.5829725441e+02,9.4947124271e-03,3.2389533697e-02,2.8989874404e+01,1.0000000000e+00,7.0739095840e-07,3.6610364178e+05,1.5150007565e-01,1.0000000000e+00,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Archboldia_papuensis,5.4098422640e+00,6.6584942955e+02,2.8000000000e-01,1.7000000000e+01,1.1875000000e+02,1.2500000000e+02,2.2527615605e-02,3.1475000000e+02,False,1.4081532632e+03,5.1094815133e-02,3.2485987644e-02,5.2681170792e+02,1.0000000000e+00,1.0065681897e-01,1.8819209411e+04,8.7890770151e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,train
Archilochus_alexandri,3.0621748664e+00,6.6424804674e+02,2.8000000000e-01,3.3000000000e-01,3.9520000000e+00,4.1600000000e+00,9.7999370462e-02,3.1125000000e+02,False,3.4382879066e+01,1.0832969022e-01,4.4016081764e-02,1.9790906220e+01,1.0000000000e+00,2.9403175707e-01,9.2800585777e+02,8.4225782786e-02,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,test
Archosargus_probatocephalus,1.0103020512e+00,7.3000000000e+03,2.0000000000e-01,2.6800000000e-04,6.9800000000e+02,1.2750000000e+04,3.8726094725e+02,2.9315000000e+02,True,1.8526148776e+02,5.1403404437e-03,7.7853982257e-02,2.4114298035e+01,5.3277695055e-02,5.3397705265e-06,1.7040181616e+04,3.2746146696e-02,3.7669735353e-01,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Arcitalitrus_dorrieni,1.1917797711e+02,2.1588070296e+03,1.7000000000e-01,2.2249232888e-05,6.8426820457e-03,4.0900000000e-02,3.2178764005e-01,2.8615000000e+02,True,7.8695831992e+00,1.7194239600e-01,9.4701805140e-03,4.8242500729e+01,6.2932390001e-02,2.0043798870e-02,1.2604397879e+01,7.3496760702e-02,4.1597948598e-01,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Arctogadus_glacialis,2.2714751368e+02,1.2348125478e+04,2.0000000000e-01,2.4000000000e-03,3.5000000000e+01,1.5700000000e+02,2.2675506537e+00,2.7715000000e+02,True,4.5661891333e+02,1.2734131562e-01,2.4334000000e-02,1.4879414351e+02,6.1320422276e-01,8.8155952711e-05,7.0711327668e+03,2.1083505270e-02,8.5347473268e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,train
Ardea_alba,4.6953347952e+00,1.1188494616e+03,2.8000000000e-01,3.5000000000e+01,9.5000000000e+02,1.0000000000e+03,1.2226845942e-01,3.1365000000e+02,False,2.8308848591e+03,1.4087796519e-01,3.8894605781e-02,5.6108629516e+02,1.0000000000e+00,2.3998632416e-02,2.9778833391e+05,9.0962603320e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,train
Ardea_cinerea,5.1036247774e+00,1.8402129303e+03,2.8000000000e-01,3.5000000000e+01,1.3708500000e+03,1.4430000000e+03,8.1512306282e-02,3.1365000000e+02,False,5.3757436241e+03,5.1090601629e-02,2.6083348579e-02,1.4467249945e+03,1.0000000000e+00,2.2320457983e-02,5.0395298893e+04,8.7241008214e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,train
Ardea_herodias,5.5119147596e+00,1.1913270401e+03,2.8000000000e-01,5.4000000000e+01,2.0710000000e+03,2.1800000000e+03,1.6452241358e-01,3.1375000000e+02,False,3.7064904494e+03,9.1858375051e-02,3.3442661642e-02,6.8435709886e+02,1.0000000000e+00,2.0206094532e-02,2.4719671505e+05,8.4072054189e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,test
Ardea_purpurea,5.7160597507e+00,1.2350900742e+03,2.8000000000e-01,3.7000000000e+01,1.0127000000e+03,1.0660000000e+03,8.2261206791e-02,3.1375000000e+02,False,5.3368766028e+03,4.8367998825e-02,2.3334744760e-02,1.6473167559e+03,1.0000000000e+00,3.6084413911e-02,2.9385008238e+04,8.0887872303e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,train
Ardenna_carneipes,1.1023829519e+01,1.6394657481e+03,2.8000000000e-01,9.9000000000e+01,8.5500000000e+02,9.0000000000e+02,1.8420634915e-02,3.1255000000e+02,False,2.3154306911e+03,2.5707214682e-01,2.2165267437e-02,4.5730173981e+02,1.0000000000e+00,8.5406357669e-02,4.2772062617e+05,9.5328845476e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Ardenna_gravis,1.0819684528e+01,2.7632055158e+03,2.8000000000e-01,2.3000000000e+02,1.2350000000e+03,1.3000000000e+03,1.8420634915e-02,3.1255000000e+02,False,3.3744770398e+03,4.0391357389e-01,2.4626820802e-02,5.0427794089e+02,1.0000000000e+00,1.2495690678e-01,9.8876247307e+05,9.5977781404e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,val
Ardenna_grisea,1.1432119501e+01,1.8457561402e+03,2.8000000000e-01,1.1300000000e+02,9.0250000000e+02,9.5000000000e+02,1.8420634915e-02,3.1255000000e+02,False,5.1337861226e+02,3.6516384125e-01,4.2157501204e-02,4.6771376433e+01,1.0000000000e+00,5.0654947203e-02,4.3057117159e+06,9.4604295085e-01,1.0000000000e+00,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,val
Ardenna_pacifica,1.0819684528e+01,1.5743214137e+03,2.8000000000e-01,6.0000000000e+01,4.5087000000e+02,4.7460000000e+02,1.8420634915e-02,3.1255000000e+02,False,1.8953221255e+03,3.2112115023e-01,1.8629811287e-02,4.1718465459e+02,1.0000000000e+00,9.1517887501e-02,3.2376726743e+05,9.5975104978e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,val
Ardenna_tenuirostris,1.0819684528e+01,2.1660491175e+03,2.8000000000e-01,7.7000000000e+01,6.6500000000e+02,7.0000000000e+02,1.8420634915e-02,3.1255000000e+02,False,1.9682719147e+03,2.0171069383e-01,2.3064131261e-02,4.3226964774e+02,1.0000000000e+00,9.2495915241e-02,2.7762201734e+05,9.3760867728e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,test
Ardeola_idae,4.2053868166e+00,7.3608517212e+02,2.8000000000e-01,2.1500000000e+01,2.4035000000e+02,2.5300000000e+02,5.9096422055e-02,3.1365000000e+02,False,3.8816383335e+03,1.6226582296e-01,3.1668564526e-02,1.3851247360e+03,1.0000000000e+00,6.8400495875e-02,5.7369778083e+04,9.3852587248e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,val
Ardeotis_kori,4.6953347952e+00,1.6066734468e+03,2.8000000000e-01,9.9000000000e+01,5.5955000000e+03,5.8900000000e+03,3.0273734353e-02,3.1340000000e+02,False,3.8758479675e+03,4.0878314788e-03,5.3851167995e-02,4.9058206780e+02,1.0000000000e+00,1.9076297802e-02,2.5710796902e+04,5.2424417214e-01,1.0000000000e+00,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,val
Arenaria_interpres,4.4707753050e+00,1.1157825813e+03,2.8000000000e-01,1.1500000000e+01,1.0735000000e+02,1.1300000000e+02,8.5321281754e-02,3.1415000000e+02,False,3.4048800970e+03,1.1078341328e-01,2.4682175294e-02,1.7693690226e+03,1.0000000000e+00,1.0486641704e-01,1.2962608881e+04,8.4960787533e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,train
Arenaria_melanocephala,4.3891173085e+00,1.1157825813e+03,2.8000000000e-01,1.2600000000e+01,1.1799000000e+02,1.2420000000e+02,8.5321281754e-02,3.1415000000e+02,False,3.2936287286e+03,9.0667602403e-02,2.6098286025e-02,1.6442143703e+03,1.0000000000e+00,1.0045933787e-01,1.2211831405e+04,8.2572649622e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,train
Argopecten_purpuratus,4.8393441482e+00,2.6783067241e+03,9.0000000000e-02,1.4822222222e-06,1.7777777778e+00,2.1377777778e+02,6.0848875535e+05,2.8915000000e+02,True,1.4510496254e+03,3.6774471442e-01,1.6670374742e-02,1.1254479037e+03,9.9327138839e-02,1.2403512385e-06,3.3843274212e+02,1.9342712522e-04,4.6620915353e-01,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,train
Argulus_coregoni,1.2894073565e+01,7.2371066173e+01,1.7000000000e-01,6.3000000000e-06,2.5227269126e-02,1.0200000000e-01,2.9321248220e+02,2.9115000000e+02,True,9.6448970744e+01,3.5085214573e-01,2.0797526329e-02,7.4457289610e+02,1.1081788652e-02,4.9841466603e-03,1.4400819270e+02,1.5555680509e-02,2.3466798885e-01,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,train
Argya_squamiceps,2.8580298753e+00,5.9926448660e+02,2.8000000000e-01,3.0000000000e+00,6.9825000000e+01,7.3500000000e+01,9.0110462422e-02,3.1475000000e+02,False,4.4806101869e+03,1.2821718003e-02,2.0878432575e-02,3.4317275821e+03,1.0000000000e+00,5.5622710503e-02,4.2657258989e+02,6.2792005633e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,test
Argyrosomus_japonicus,3.2487091304e+00,3.2717790111e+03,2.0000000000e-01,3.7000000000e-04,1.7784250611e+03,7.5000000000e+04,4.5846617235e+03,2.9815000000e+02,True,5.8773468758e+02,9.5123150263e-03,2.4540616817e-02,2.6113075408e+01,9.1668391218e-01,1.2951462179e-07,2.5177166778e+04,1.2770572207e-02,9.7147518618e-01,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Ariomma_indica,3.9438087329e+00,1.2595539141e+03,2.0000000000e-01,5.2000000000e-04,5.6600000000e+01,2.4660000000e+02,4.9640908024e+02,3.0095000000e+02,True,4.6847017957e+01,1.2646877448e-01,2.0407090033e-02,1.9155294045e+01,5.8535299673e-02,1.0532505014e-04,4.3001274165e+04,1.8836614147e-01,3.8979234186e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,val
Arion_subfuscus,6.7437682377e+01,5.8606557304e+02,1.5000000000e-01,2.0000000000e-02,2.3000000000e+00,1.0800000000e+01,1.0237762250e-01,2.9115000000e+02,True,2.6380585282e+02,1.7953127650e-02,2.2430885700e-02,8.4021046185e+02,5.7893414744e-03,8.0929231439e-01,2.0926056736e+02,1.0572305083e-02,2.2489406018e-01,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,val
Arremon_castaneiceps,2.8580298753e+00,4.4389961970e+02,2.8000000000e-01,4.2600000000e+00,3.3250000000e+01,3.5000000000e+01,4.5055231211e-02,3.1475000000e+02,False,2.6087568508e+03,7.4197790648e-02,3.2414093112e-02,1.7532304218e+03,1.0000000000e+00,1.0109317488e-01,4.7172317595e+03,9.2211967496e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,train
Arripis_georgianus,1.0212836606e+01,4.6596067016e+03,2.0000000000e-01,4.2000000000e-03,1.9000000000e+01,6.8300000000e+02,4.0775973632e+02,2.9055000000e+02,True,1.2308539345e+03,4.9029685989e-01,3.3612000000e-02,1.8274140740e+02,4.9129024301e-01,1.7350041995e-04,2.8496399811e+04,3.9975933085e-03,7.9312077176e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Artemisiospiza_belli,2.6538848842e+00,4.0394865393e+02,2.8000000000e-01,1.9400000000e+00,1.7195000000e+01,1.8100000000e+01,1.5318778612e-01,3.1475000000e+02,False,2.8222007773e+03,5.4827423224e-02,2.2440874994e-02,2.7695350549e+03,1.0000000000e+00,1.0128428958e-01,9.4151708015e+02,7.4393332451e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,val
Artemisiospiza_nevadensis,2.6538848842e+00,5.0160657026e+02,2.8000000000e-01,1.9000000000e+00,1.6815000000e+01,1.7700000000e+01,1.6219883236e-01,3.1475000000e+02,False,2.8328797848e+03,6.2400933579e-02,2.3820615909e-02,2.7388363089e+03,1.0000000000e+00,1.2104525021e-01,1.0857345365e+03,7.2952229144e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,val
Ascidiella_aspersa,1.0000000000e+00,5.4900000000e+02,6.0000000000e-02,1.6000000000e-05,3.7717700000e-01,3.1000000000e+01,3.7953415297e+03,2.9315000000e+02,False,4.4868165052e+02,1.0000000000e-01,3.2033085093e-02,2.8626077505e+02,1.0000000000e+00,1.2061850515e-05,2.1258258449e+01,4.7619125847e-04,1.0000000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,val
Asellus_aquaticus,1.7206023283e+01,1.1220723163e+03,1.7000000000e-01,5.0000000000e-04,3.0000000000e-03,4.5000000000e-02,1.1386301370e+00,2.8815000000e+02,True,1.3417870335e+02,1.2455916327e-01,7.9965927371e-03,8.5865866169e+02,3.1725964828e-01,1.6727350632e-01,5.9114297268e-01,1.4274262172e-03,7.2280868611e-01,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,train
Asio_flammeus,5.1036247774e+00,1.0995733375e+03,2.8000000000e-01,1.6000000000e+01,3.8570000000e+02,4.0600000000e+02,1.7843284600e-01,3.1335000000e+02,False,3.0215310858e+03,7.3367609038e-02,2.3960614252e-02,1.0370301582e+03,1.0000000000e+00,4.2889366448e-02,2.6630451507e+04,7.0036324463e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Asio_otus,5.5119147596e+00,1.4022082010e+03,2.8000000000e-01,1.7400000000e+01,2.3721500000e+02,2.4970000000e+02,8.9216423002e-02,3.1335000000e+02,False,2.7211636591e+03,5.0985995418e-02,2.3988914594e-02,1.0869260784e+03,1.0000000000e+00,8.5139126514e-02,1.1356683209e+04,6.4524200932e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Aspidophoroides_monopterygius,2.4017209361e+02,1.1363698133e+04,2.0000000000e-01,2.6000000000e-03,3.8000000000e+00,3.8000000000e+01,2.0050691011e+00,2.7795000000e+02,True,2.1069881196e+02,4.4380648276e-01,2.3612000000e-02,6.4726741858e+01,4.3776739203e-01,7.1773412512e-04,1.1761533349e+04,3.4351576210e-02,7.6496047241e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,train
Astacus_astacus,4.0357634974e+02,1.4353369623e+04,1.7000000000e-01,1.4000000000e-02,1.8000000000e+01,6.8200000000e+01,2.0901015433e-01,2.8315000000e+02,False,1.4492153293e+02,9.3763070670e-02,2.2850325779e-02,4.2623328272e+01,1.0000000000e+00,4.3065263599e-04,6.6965833190e+03,1.0381590620e-01,1.0000000000e+00,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,train
Asterropteryx_semipunctata,2.9841073659e+00,2.4867561383e+02,2.0000000000e-01,2.7710000000e-04,1.1400000000e-01,8.9500000000e-01,5.3158320909e+00,3.0085000000e+02,False,2.8683604775e+01,1.0000000000e-01,2.1975449818e-02,2.8926324086e+01,1.0000000000e+00,1.7857179457e-03,7.1031678164e+01,6.2184530243e-02,1.0000000000e+00,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,train
