species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,1-kap,v,p_M,s_Hb_bj,s_Hbj_p,E_Hp,s_p_M,1/s_M,estim_k_J,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C
Anas_rubripes,4.7004101431e+00,9.8054203113e+02,2.8000000000e-01,3.2000000000e+01,1.0554500000e+03,1.1110000000e+03,1.9550411294e-01,3.1435000000e+02,False,5.1943529700e+03,1.5779443262e-01,2.0190770428e-02,1.4566087777e+03,1.0000000000e+00,2.7720359939e-02,1.0952511297e+05,8.8233284385e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True
Chlorodrepanis_virens,2.8580298753e+00,5.3267954364e+02,2.8000000000e-01,1.3000000000e+00,1.1400000000e+01,1.2000000000e+01,8.4478558520e-02,3.1475000000e+02,False,4.3722746600e+01,7.4182452911e-02,8.0029567507e-02,1.8145633667e+01,1.0000000000e+00,2.8103980644e-01,2.6108890719e+03,1.2039647880e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Emys_orbicularis,4.2140486097e+01,3.0334333181e+04,3.0000000000e-01,5.0000000000e+00,5.8272160901e+02,2.2758306782e+03,3.5603222050e-02,2.9715000000e+02,False,2.7305884752e+02,3.2140720603e-02,2.0558779130e-02,2.4276972450e+01,1.0000000000e+00,3.4405056418e-03,1.4582394978e+05,2.8041361696e-01,1.0000000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True
Centroscymnus_plunketi,3.9247333690e+03,6.9336956185e+04,2.0000000000e-01,2.6800000000e+02,2.0495249326e+04,3.1700000000e+04,3.5161624250e-03,2.8005000000e+02,False,7.6380413790e+02,5.5292167328e-01,3.6743379606e-02,1.8747714810e+01,1.0000000000e+00,1.0591102079e-02,3.1764242312e+07,4.5340708800e-01,1.0000000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Molothrus_ater,2.2455949020e+00,7.5019035729e+02,2.8000000000e-01,2.9600000000e+00,3.5720000000e+01,3.7600000000e+01,8.1099416180e-01,3.1475000000e+02,False,8.3723634711e+03,1.8544242829e-01,2.2325090136e-02,7.9335560894e+03,1.0000000000e+00,1.0271595760e-01,2.4918360755e+03,7.0566119775e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True
Galatea_paradoxa,1.4458132651e+00,3.9579138131e+03,9.0000000000e-02,4.0000000000e-06,1.0858259221e+01,3.4480000000e+02,3.7898753506e+02,2.9815000000e+02,True,2.7292371870e+01,2.0000000000e-02,1.7365021460e-02,3.9147344124e+00,9.9999991197e-01,1.6972187579e-07,6.4161422803e+02,1.3088299661e-02,9.9999997069e-01,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
Penaeus_esculentus,1.2037786641e+00,4.3937921240e+02,1.7000000000e-01,2.7400000000e-04,3.2000000000e+01,1.1400000000e+02,3.3679502616e+03,2.9815000000e+02,True,1.8854046910e+03,2.4434514655e-01,2.4816763642e-02,8.2815102023e+02,9.0912992087e-01,7.2502000949e-07,3.3363792484e+04,4.4674858514e-02,9.7006545341e-01,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Typhlichthys_subterraneus,1.4865066849e+02,2.8462947671e+03,2.0000000000e-01,5.2000000000e-03,5.1000000000e-01,3.7000000000e+00,7.0266791167e-02,2.8615000000e+02,False,6.5807720031e+01,7.1507614088e-02,2.4628198762e-02,4.5379813740e+01,1.0000000000e+00,7.1132949157e-03,1.9805389567e+02,4.6430064647e-02,1.0000000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Schmidtea_polychroa,1.7000000000e+01,9.1250000000e+02,7.0000000000e-02,1.0000000000e-04,4.7500000000e-02,3.8000000000e-01,8.2191780822e-03,2.9315000000e+02,True,1.0974274335e+01,2.4787212512e-04,9.9794688416e-03,6.0567370788e+01,2.1583492414e-02,6.3398641441e-02,2.3252984087e-02,1.3531208856e-02,2.9613978415e-01,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Anolis_acutus,5.0000000000e+01,2.5550000000e+03,3.0000000000e-01,2.6000000000e-01,2.0258875794e+00,3.0500000000e+00,4.9315068493e-02,2.9315000000e+02,False,3.7853167455e+02,4.4340071125e-01,3.7272877681e-02,2.0459811960e+02,1.0000000000e+00,6.4413984581e-02,1.3434072052e+04,1.5095676742e-01,1.0000000000e+00,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Threskiornis_molucca,4.4911898041e+00,1.6143697033e+03,2.8000000000e-01,4.8000000000e+01,1.5256050000e+03,1.6059000000e+03,5.5526314584e-02,3.1375000000e+02,False,8.0650189364e+03,4.8920375964e-02,2.9759615334e-02,2.2898167959e+03,1.0000000000e+00,2.7738694934e-02,4.3013467692e+04,9.0900141592e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True
Melampitta_lugubris,5.6139872551e+00,7.9901931546e+02,2.8000000000e-01,5.2000000000e+00,4.0612500000e+01,4.2750000000e+01,2.2527615605e-02,3.1475000000e+02,False,9.4859534006e+02,7.0639185190e-02,2.2200813260e-02,4.9555649616e+02,1.0000000000e+00,8.8146462247e-02,9.5687361322e+03,9.1679509492e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Alectura_lathami,1.3305376817e+01,6.1904362006e+02,2.8000000000e-01,1.2000000000e+02,2.0520000000e+03,2.1600000000e+03,4.0384876267e-01,3.1355000000e+02,False,3.2132484712e+02,2.4860230246e-01,9.8806071568e-02,2.0939230993e+01,1.0000000000e+00,9.0537315219e-02,2.2554493908e+06,1.8225936873e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True
Leiognathus_brevirostris,1.6840314416e+00,7.6833934521e+02,2.0000000000e-01,2.6800000000e-04,1.2300000000e+01,7.5000000000e+01,6.5075412722e+01,3.0165000000e+02,True,3.1642164829e+01,1.5742197539e-02,2.2491000000e-02,2.1119151596e+01,5.4892065023e-02,2.5810976947e-04,1.2214007309e+03,1.2578590951e-01,3.8208282357e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Aethia_cristatella,6.9409296972e+00,5.2037845355e+02,2.8000000000e-01,2.9500000000e+01,2.7265000000e+02,2.8700000000e+02,2.0754126014e-02,3.1385000000e+02,False,3.8695404293e+03,4.2873085915e-02,1.9694046840e-02,1.7761221532e+03,1.0000000000e+00,1.0887110651e-01,8.4387347703e+03,8.5301637448e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True
Haemorhous_mexicanus,2.8580298753e+00,5.1492355885e+02,2.8000000000e-01,1.3000000000e+00,2.4795000000e+01,2.6100000000e+01,2.7033138727e-01,3.1475000000e+02,False,1.2777484812e+03,7.4903514898e-02,2.5605269221e-02,8.2221228494e+02,1.0000000000e+00,4.3087526619e-02,4.4214173989e+03,7.4663827869e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True
Acanthodactylus_harranensis,2.0713002444e+02,5.8606557304e+03,3.0000000000e-01,2.9301121029e-01,1.9988412855e+00,8.7000000000e+00,1.7062937084e-02,2.8815000000e+02,False,8.6132021545e+01,4.6147009934e-01,2.7443757605e-02,2.5621496776e+01,1.0000000000e+00,8.5994263230e-02,1.0260842719e+04,1.5753058650e-01,1.0000000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Monochirus_hispidus,1.8937067918e+01,3.1215618407e+03,2.0000000000e-01,1.4000000000e-03,7.0000000000e+00,1.2920000000e+02,6.1387539244e+01,2.9125000000e+02,True,1.3178282037e+02,3.0690686422e-01,2.4201000000e-02,2.7803186767e+01,5.7550021102e-01,2.2008066298e-04,1.1129347260e+04,2.9521387032e-02,8.3343429783e-01,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Himantopus_mexicanus,5.1036247774e+00,9.0364483993e+02,2.8000000000e-01,1.3600000000e+01,1.7670000000e+02,1.8600000000e+02,8.4546490639e-02,3.1405000000e+02,False,2.1130693623e+03,7.5068034805e-02,2.6456044286e-02,8.1348391288e+02,1.0000000000e+00,6.6136901241e-02,2.1971830962e+04,8.0127914947e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
Actitis_macularius,4.4911898041e+00,5.6257945278e+02,2.8000000000e-01,6.0500000000e+00,4.5600000000e+01,4.8000000000e+01,1.4504617898e-01,3.1415000000e+02,False,1.8475088093e+03,1.8296601170e-01,2.4309118201e-02,9.6822935540e+02,1.0000000000e+00,1.0979951058e-01,1.7007142540e+04,8.2483379244e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True
Menticirrhus_undulatus,3.5907962908e+00,2.0970250338e+03,2.0000000000e-01,2.0000000000e-04,6.8905280084e+01,4.3000000000e+03,2.9756440192e+03,2.9675000000e+02,True,2.2059064242e+02,5.2213499632e-02,2.5330000000e-02,1.8253933586e+01,9.3250526007e-01,1.8065061567e-06,1.1868789824e+04,1.4651484658e-02,9.7701025308e-01,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
Mytilus_edulis,2.3577127316e-01,2.0412852624e+04,9.0000000000e-02,2.6900000000e-08,6.3800000000e-02,1.2460000000e+02,2.4245276412e+03,2.9115000000e+02,True,1.8555042595e+01,2.2914985060e-03,8.6595784232e-02,3.8361386217e+00,9.9999874315e-01,3.6702661806e-07,3.9655698586e-01,1.9324667920e-04,9.9999958121e-01,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
Thamnophilus_caerulescens,3.2663198575e+00,4.4389961970e+02,2.8000000000e-01,3.3000000000e+00,1.9522500000e+01,2.0550000000e+01,1.0813255491e-01,3.1475000000e+02,False,2.5756448765e+03,8.3920322554e-02,2.4358477136e-02,2.2331804249e+03,1.0000000000e+00,1.7350528578e-01,2.0339583514e+03,7.7178523673e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Caranx_lugubris,3.1469666777e+00,2.1058452018e+03,2.0000000000e-01,5.2300000000e-04,7.9500000000e+02,1.3805000000e+04,8.0756173271e+03,3.0025000000e+02,True,2.3695806933e+02,1.0507649552e-01,2.1800000000e-02,1.3222731892e+01,9.9999999556e-01,5.7987621470e-07,1.6461860575e+05,5.1411394020e-02,9.9999999852e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Corvus_corax,3.8787548308e+00,3.0629073759e+03,2.8000000000e-01,3.4000000000e+01,1.1400000000e+03,1.2000000000e+03,1.1263807803e-01,3.1475000000e+02,False,1.1177661934e+04,3.8612688661e-02,2.6977864435e-02,4.0766058185e+03,1.0000000000e+00,3.0726226388e-02,1.5050464387e+04,8.3730496648e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True
Sardinella_aurita,4.3916479273e+00,2.4044272402e+03,2.0000000000e-01,1.9840000000e-04,2.9859374378e+01,1.6600000000e+02,1.8216396515e+02,2.9215000000e+02,True,3.3735355104e+02,5.3229235265e-02,2.9660720572e-02,9.0394715883e+01,9.9999987054e-01,3.5577950177e-06,4.2120849684e+03,3.7576591980e-02,9.9999995730e-01,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Bathyraja_griseocauda,2.5899446689e+03,3.6259225364e+04,2.0000000000e-01,2.0761380224e+02,1.3287283343e+04,3.6600000000e+04,1.5444345387e-02,2.8015000000e+02,False,6.5995946217e+02,3.5000000000e-01,4.0984342569e-02,2.1444032738e+01,1.0000000000e+00,6.4942297008e-03,9.2144383766e+06,1.9937249847e-01,1.0000000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Carduelis_carduelis,2.4497398931e+00,1.1985289732e+03,2.8000000000e-01,1.3000000000e+00,1.8145000000e+01,1.9100000000e+01,1.1263807803e-01,3.1475000000e+02,False,2.0081732875e+03,4.2543284867e-02,2.5233447666e-02,1.7049960704e+03,1.0000000000e+00,5.9829832188e-02,1.2708367258e+03,8.1549010357e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True
Arremon_castaneiceps,2.8580298753e+00,4.4389961970e+02,2.8000000000e-01,4.2600000000e+00,3.3250000000e+01,3.5000000000e+01,4.5055231211e-02,3.1475000000e+02,False,2.6087568508e+03,7.4197790648e-02,3.2414093112e-02,1.7532304218e+03,1.0000000000e+00,1.0109317488e-01,4.7172317595e+03,9.2211967496e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Macruronus_novaezelandiae,7.3427291979e+00,9.9485052500e+03,2.0000000000e-01,5.2000000000e-04,2.6696777344e+02,1.5000000000e+03,9.3280235235e+02,2.8115000000e+02,True,3.1529248714e+02,3.6600157047e-01,4.3828225144e-01,1.8226779172e+01,9.9999999785e-01,1.5119046226e-06,8.6996321557e+05,1.2535757088e-01,9.9999999929e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Geococcyx_californianus,4.0067723790e+00,4.1055835261e+02,2.8000000000e-01,1.4000000000e+01,2.7198500000e+02,2.8630000000e+02,1.5572938559e-01,3.1445000000e+02,False,5.2393595193e+03,4.2717909572e-02,2.3255440223e-02,2.5083963893e+03,1.0000000000e+00,6.3542226853e-02,5.7342077879e+03,6.5944277445e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Aetobatus_narinari,1.5439931371e+02,3.7324135737e+04,2.0000000000e-01,1.2454943076e+03,2.4742757106e+04,1.3000000000e+05,2.1648190482e-02,3.0065000000e+02,False,6.4828894335e+02,1.0427185952e-01,3.3046514520e-02,1.9827075059e+01,1.0000000000e+00,3.1288386673e-02,6.3920431595e+06,2.2047613973e-01,1.0000000000e+00,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Rana_latastei,4.2574432913e+01,4.7844565409e+03,2.8000000000e-01,4.2000000000e-03,4.0143703704e+00,3.9500000000e+01,2.1806433594e+00,2.8315000000e+02,False,2.5106827733e+02,1.4661118432e-01,1.4369105519e-01,6.8372250384e+01,1.0000000000e+00,4.2581737007e-04,1.0078809488e+04,5.5765096334e-02,1.0000000000e+00,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True
Zaprora_silenus,1.4380618591e+02,3.6086364777e+04,2.0000000000e-01,5.2000000000e-04,2.8510000000e+03,1.0000000000e+04,2.0385433493e+03,2.7785000000e+02,True,8.3589891904e+01,2.0000000000e-01,2.4797171640e-02,5.4273896780e+01,3.1870279967e-04,2.0837886579e-04,6.0513470035e+06,1.5774576491e-01,6.9159997512e-02,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Pterocles_alchata,3.6223767792e+00,1.1956253057e+03,2.8000000000e-01,1.3800000000e+01,2.9426250000e+02,3.0975000000e+02,5.5304356102e-02,3.1455000000e+02,False,2.1564505809e+03,2.5488736877e-02,2.4307584970e-02,7.6362950433e+02,1.0000000000e+00,4.4533945387e-02,9.8921924404e+03,7.4116480859e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
Palaemonetes_pugio,2.0000000000e+01,4.0000000000e+02,1.7000000000e-01,2.0000000000e-04,4.4000000000e-02,1.0000000000e+00,1.3300000000e+00,2.9315000000e+02,True,8.5772348135e+01,8.2885737591e-03,2.0680695921e-02,2.9890754764e+02,4.0523087990e-02,7.3620901805e-02,1.3620942966e+00,2.2044192622e-03,3.5982544236e-01,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False
Paramesotriton_hongkongensis,2.5000000000e+01,3.7595000000e+03,2.8000000000e-01,1.2800000000e-02,4.6477207665e+00,1.0800000000e+01,8.2191780822e-01,2.9315000000e+02,False,1.1191464121e+02,3.9264757185e-01,2.6652080224e-02,3.5991547511e+01,1.0000000000e+00,1.4770031302e-03,2.4628866590e+04,3.1428979658e-01,1.0000000000e+00,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
Schilbe_mandibularis,3.4396123849e+00,1.9314746469e+03,2.0000000000e-01,5.2000000000e-04,2.8200000000e+01,1.2400000000e+03,1.0354782566e+03,3.0015000000e+02,True,7.5679188051e+01,4.3701112868e-02,2.2000000000e-02,2.6508004609e+01,2.8690569254e-02,3.8811144864e-04,6.5833448667e+03,1.5513596061e-02,3.0739514025e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Liparis_inquilinus,1.5112819720e+01,4.7806886382e+03,2.0000000000e-01,6.5000000000e-05,6.0000000000e-01,2.5200000000e+00,3.0863754402e+00,2.8125000000e+02,True,1.4290590840e+01,6.4699218803e-03,2.0914718931e-02,8.7164650820e+01,1.6003246256e-03,3.9277355704e-02,3.2739260091e+01,5.2307397571e-02,1.2514063841e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Dromas_ardeola,6.7367847061e+00,1.1827812041e+03,2.8000000000e-01,4.4000000000e+01,2.8310000000e+02,2.9800000000e+02,2.1136622660e-02,3.1405000000e+02,False,1.0915036752e+03,1.0079683991e-01,4.0645265582e-02,2.5199600166e+02,1.0000000000e+00,8.7832951590e-02,1.4752718132e+05,9.0856035766e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Apus_apus,4.2155940661e+00,1.2919289030e+03,2.8000000000e-01,2.9000000000e+00,3.8190000000e+01,4.0200000000e+01,3.7566425344e-02,3.1125000000e+02,False,1.0491024046e+03,8.0478128759e-02,2.2791499791e-02,5.6427899402e+02,1.0000000000e+00,4.9026768252e-02,9.4399981263e+03,8.8572338191e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Homarus_gammarus,1.4344565348e+03,7.0194142781e+04,1.7000000000e-01,1.0000000000e-02,3.3100000000e+02,6.0000000000e+03,9.3597553010e+00,2.8115000000e+02,True,1.7172425028e+02,1.0488901342e-01,2.0748404983e-02,2.4287877818e+01,1.3518830332e-01,1.4651985059e-04,1.0002450571e+05,3.8011832614e-02,5.1561709476e-01,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
Promerops_cafer,3.4704648486e+00,2.2194980985e+02,2.8000000000e-01,3.6000000000e+00,3.0590000000e+01,3.2200000000e+01,9.0110462422e-02,3.1475000000e+02,False,1.2413298787e+03,7.8463414183e-02,2.8970802594e-02,7.0243567223e+02,1.0000000000e+00,6.8338576591e-02,7.6241441521e+03,8.4783868396e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
Pseudochromis_flavivertex,2.1166845445e+00,9.6573732345e+02,2.0000000000e-01,1.3000000000e-03,1.1000000000e+00,3.3000000000e+00,4.0494596106e+01,3.0015000000e+02,True,5.7269663444e+02,1.9806010308e-01,2.3953975810e-02,5.6047073634e+02,9.9999494311e-01,1.8422481667e-04,1.6479985234e+03,4.3274909251e-02,9.9999846682e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Charadrius_vociferus,5.5119147596e+00,5.1569260498e+02,2.8000000000e-01,9.0000000000e+00,1.1495000000e+02,1.2100000000e+02,8.4546490639e-02,3.1405000000e+02,False,1.4848673570e+03,5.4293025581e-02,2.3446781583e-02,6.2813902417e+02,1.0000000000e+00,7.3274330236e-02,1.0956749701e+04,7.0004390602e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
Sphaerodactylus_vincenti,3.6733657142e+01,1.0557310911e+03,3.0000000000e-01,5.8945185185e-02,3.5619250000e-01,5.8000000000e-01,9.4721090290e-03,2.9915000000e+02,False,2.5686457577e+01,2.5186830804e-01,1.7001827250e-02,2.4317939256e+01,1.0000000000e+00,1.6591229846e-01,8.6001327908e+02,4.2574192280e-01,1.0000000000e+00,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Clarias_agboyiensis,5.7222622609e-01,2.0886257252e+03,2.0000000000e-01,1.2000000000e-03,1.0200000000e+01,1.7300000000e+02,2.5653231861e+02,3.0265000000e+02,True,3.7590241990e+02,4.2068396200e-02,2.4961000000e-02,1.0267818612e+02,9.9999999952e-01,4.3905092604e-05,1.3528849748e+03,1.3912235535e-02,9.9999999984e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Salvelinus_willoughbii,2.5544659748e+02,1.2721072533e+04,2.0000000000e-01,8.2000000000e-03,3.8144000000e+01,5.9600000000e+02,1.9305431734e+00,2.8315000000e+02,True,7.2057681946e+01,4.0000000000e-02,4.4735581094e-02,7.7036361712e+01,1.3567120048e-03,1.1950138001e-01,8.7392674418e+03,1.1965139246e-02,1.1674048884e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Malacoraja_senta,6.9829901570e+03,2.4440465549e+04,2.0000000000e-01,2.9530437318e+02,1.5608676385e+03,3.4000000000e+03,1.1456410249e-03,2.7725000000e+02,False,5.9806327718e+02,5.5020361961e-01,3.1200000000e-02,3.3273102616e+01,1.0000000000e+00,9.3441864702e-02,1.6869453559e+06,1.5686311859e-01,1.0000000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Platycephalus_richardsoni,1.2159073938e+01,7.1008991797e+03,2.0000000000e-01,6.5000000000e-05,2.8949230405e+02,1.7040000000e+03,2.7038829188e+03,2.8805000000e+02,True,4.2745680700e+01,1.1001123932e-01,2.0846001434e-02,2.1108805189e+01,4.9292606325e-03,2.9895991697e-05,1.9784304613e+05,1.2875108623e-01,1.7065481327e-01,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Brycon_amazonicus,8.3079636404e-01,1.4270149312e+03,2.0000000000e-01,4.0000000000e-04,1.8806244261e+02,1.6500000000e+03,1.5105601137e+01,2.9815000000e+02,True,2.5279205889e+02,3.4446229993e-04,5.8990045180e-02,2.7087348474e+01,1.4527176327e-02,9.1759375081e-05,2.7684532890e+02,1.0648941394e-03,2.4427535920e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Chionodraco_rastrospinosus,5.1627980984e+02,3.3172843636e+04,2.0000000000e-01,6.5400000000e-02,2.0200000000e+02,1.3900000000e+03,2.5037648539e+00,2.7265000000e+02,True,1.3310499236e+04,4.2077489719e-01,2.0684859504e-02,5.6171324262e+03,2.1898488841e-01,8.6308895916e-05,3.7542231244e+05,1.8776508211e-02,6.4138826927e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
Pogona_barbata,3.0855930866e+01,2.1811860074e+03,3.0000000000e-01,2.8100000000e+00,5.6700000000e+01,7.1800000000e+02,4.1333017768e-01,3.0815000000e+02,False,3.6173450813e+03,6.9640886370e-02,4.7138815782e-02,8.6969145795e+02,1.0000000000e+00,4.3355522472e-03,7.3793276419e+04,3.9123874130e-02,1.0000000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
Rana_muscosa,7.0957388188e+01,1.3396478314e+04,2.8000000000e-01,4.2000000000e-03,7.0000000000e+00,7.6000000000e+01,3.9756643406e-01,2.8315000000e+02,False,9.2638780706e+01,2.5979212900e-02,1.3785265303e-01,2.3089072790e+01,1.0000000000e+00,4.4876408599e-04,1.6401803387e+03,8.9247005280e-02,1.0000000000e+00,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True
Xema_sabini,4.7974072907e+00,3.7848998531e+02,2.8000000000e-01,1.6000000000e+01,1.6815000000e+02,1.7700000000e+02,4.8614232118e-02,3.1405000000e+02,False,2.1598956995e+03,6.0140964379e-02,3.0910955016e-02,8.2452992453e+02,1.0000000000e+00,8.1520472512e-02,1.8192066054e+04,8.3656322827e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
Progne_subis,3.0621748664e+00,6.1702047138e+02,2.8000000000e-01,5.0000000000e+00,6.0800000000e+01,6.4000000000e+01,1.1263807803e-01,3.1475000000e+02,False,1.8263373934e+03,1.8772282140e-01,3.6123303588e-02,7.6669657997e+02,1.0000000000e+00,5.1131952021e-02,3.8467311005e+04,9.3766814571e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Alectoris_chukar,7.0264790744e+00,2.9873577889e+02,2.8000000000e-01,1.3500000000e+01,5.0920000000e+02,5.3600000000e+02,3.5800867374e-01,3.1385000000e+02,False,1.0228873076e+03,6.3812941623e-02,7.0346630673e-02,1.7421808106e+02,1.0000000000e+00,1.8772325955e-02,1.6392847650e+05,5.9312750699e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
Tyrannus_forficatus,2.4497398931e+00,4.9272857787e+02,2.8000000000e-01,2.8000000000e+00,4.0850000000e+01,4.3000000000e+01,6.7582846816e-02,3.1475000000e+02,False,3.1145894690e+03,3.0820700217e-02,2.9415888453e-02,2.2284240324e+03,1.0000000000e+00,5.8136300709e-02,1.6538315337e+03,8.5356636023e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
