Row,data_split,deb_loss,success,error_type,error_message
Acipenser_sturio,test,2.76472396168112,1,,
Cochlearius_cochlearius,test,2.1951283943497,1,,
Wallabia_bicolor,test,1.84090034621229,1,,
Ammodytes_personatus,test,1.67655219148315,1,,
Typhlonarke_aysoni,test,0.982249858302021,1,,
Ctenophorus_adelaidensis,test,23.7429056444376,1,,
Spheniscus_demersus,test,0.287224682333843,1,,
Acanthiza_chrysorrhoa,test,0.300435011734149,1,,
Urogymnus_polylepis,test,2.6694877750143,1,,
Branchinella_thailandensis,test,1.30699300670978,1,,
Gyrinophilus_palleucus,test,10.0221900045427,1,,
Myiobius_atricaudus,test,3.05430568857799,1,,
Sardinella_gibbosa,test,1.41776395021277,1,,
Hemitriakis_japanica,test,1.3645096836354,1,,
Fulmarus_glacialis,test,0.965146786378627,1,,
Cinclus_leucocephalus,test,0.999003187386396,1,,
Tersina_viridis,test,0.717794929117649,1,,
Crocodylus_siamensis,test,0.950269628040464,1,,
Phylloscopus_sibilatrix,test,0.156912199250341,1,,
Melanitta_perspicillata,test,0.493229945465689,1,,
Mohoua_novaeseelandiae,test,0.35034118409657,1,,
Pseudoseisura_lophotes,test,1.23979084988217,1,,
Hypsibius_convergens,test,2.71041951881411,1,,
Branchotenthes_octohamatus,test,12.7299164025729,1,,
Himatione_sanguinea,test,1.45054188771385,1,,
Acanthogobius_flavimanus,test,9.47270651072565,1,,
Crocodylus_niloticus,test,1.55764716497592,1,,
Argya_squamiceps,test,0.171746389715601,1,,
Cancer_pagurus,test,20.0735304056546,1,,
Aethia_pusilla,test,0.239065067959139,1,,
Desmognathus_brimleyorum,test,1.25722171696477,1,,
Branta_canadensis,test,0.249859748880723,1,,
Chondestes_grammacus,test,0.837998772863071,1,,
Gallus_gallus_WL,test,5.64644325008249,1,,
Glyptemys_muhlenbergii,test,1.39681585261649,1,,
Archilochus_alexandri,test,0.492243643280963,1,,
Sakesphorus_canadensis,test,0.402471402736077,1,,
Gasterosteus_aculeatus,test,1.71843792322981,1,,
Calidris_melanotos,test,0.943413365514278,1,,
Orectolobus_maculatus,test,0.385403663892981,1,,
Megascops_kennicottii,test,0.169141391907311,1,,
Buphagus_erythrorhynchus,test,0.844800756295075,1,,
Platichthys_flesus,test,5.85301678445445,1,,
Astyanax_bimaculatus,test,0.896120869254511,1,,
Dendrobaena_octaedra,test,2.90433647200946,1,,
Serinus_canaria,test,0.496874470516753,1,,
Dermatemys_mawii,test,2.86726265888849,1,,
Taeniopygia_guttata,test,0.216755790987531,1,,
Stolephorus_carpentariae,test,0.945060657787021,1,,
Lagopus_muta,test,1.46373951978125,1,,
Acridotheres_cristatellus,test,0.905369208660598,1,,
Emberiza_citrinella,test,4.47873950714068,1,,
Boa_constrictor,test,2.20245398780075,1,,
Cirrhinus_cirrhosus,test,2.55942137829285,1,,
Spinus_pinus,test,0.64250888899936,1,,
Lagostrophus_fasciatus,test,1.38201154398272,1,,
Melanitta_deglandi,test,1.30203750116668,1,,
Seiurus_aurocapilla,test,0.223188816720987,1,,
Girardinus_denticulatus,test,1.76181271924089,1,,
Membras_martinica,test,2.39226282410917,1,,
Daphnia_cephalata,test,0.757116839977823,1,,
Hippocampus_erectus,test,4.20608751938346,1,,
Ramphastos_dicolorus,test,0.416431801796617,1,,
Gallinula_melanops,test,3.32381293888709,1,,
Pennahia_argentata,test,1.88350915331865,1,,
Phacellodomus_ruber,test,0.298451434111457,1,,
Acipenser_persicus,test,NaN,0,predict_filter,
Daphnia_obtusa,test,0.204942734647386,1,,
Macrobiotus_hufelandii,test,1.3793104131935,1,,
Hippoglossoides_platessoides,test,3.74865118235221,1,,
Stegastes_flavilatus,test,5.39639952687027,1,,
Liopholis_inornata,test,0.765547384013248,1,,
Mormyrus_longirostris,test,4.97873094785849,1,,
Turdus_olivaceus,test,0.268729275915059,1,,
Setophaga_petechia,test,0.558792989850632,1,,
Thunnus_albacares,test,1.57853859114419,1,,
Nycticorax_nycticorax,test,0.533165024586819,1,,
Macquaria_ambigua,test,0.827889367703762,1,,
Trematomus_eulepidotus,test,11.160471734571,1,,
Salamandrina_perspicillata,test,4.16857695152022,1,,
Leptomysis_lingvura,test,1.07953085886803,1,,
Platichthys_stellatus,test,9.27670107763018,1,,
Lophophanes_cristatus,test,0.452646474283144,1,,
Oriolus_sagittatus,test,0.813155953512523,1,,
Synodontis_membranaceus,test,0.588419029290812,1,,
Plethodon_kentucki,test,2.36189465723854,1,,
Myadestes_obscurus,test,0.199095424063166,1,,
Halosauropsis_macrochir,test,8.84459419789343,1,,
Pernis_apivorus,test,0.249881383851105,1,,
Gloydius_blomhoffii,test,1.35307043327569,1,,
Stelgidopteryx_ruficollis,test,0.371887762256324,1,,
Siniperca_chuatsi,test,6.78055001764084,1,,
Mobula_birostris,test,5.39070010876457,1,,
Acipenser_ruthenus,test,2.50739146995608,1,,
Alepes_djedaba,test,1.66163891197721,1,,
Plagioscion_squamosissimus,test,6.68844206754376,1,,
Hypanus_guttatus,test,NaN,0,predict_filter,
Palaemon_elegans,test,3.06324317116349,1,,
Chiromantis_rufescens,test,14.1893179256329,1,,
Porphyrio_martinica,test,1.19292944687829,1,,
Ablennes_hians,test,0.389822347560506,1,,
Mareca_americana,test,0.695217457615729,1,,
Fundulus_heteroclitus,test,3.67223603503582,1,,
Mycteria_leucocephala,test,0.743192070333223,1,,
Xiphias_gladius,test,6.65626493631998,1,,
Dendroplex_picus,test,0.31106439642145,1,,
Phascolarctos_cinereus,test,1.28153144579444,1,,
Aerodramus_fuciphagus,test,1.38184485910016,1,,
Aquila_chrysaetos,test,0.273410949763671,1,,
Pholidoscelis_exsul,test,3.98605078575996,1,,
Tyto_alba,test,0.67437567579261,1,,
Pterodroma_hypoleuca,test,0.121463278736007,1,,
Trygonoptera_mucosa,test,0.0680418070843198,1,,
Percilia_irwini,test,1.97577371715134,1,,
Lanius_excubitor,test,2.67434272742798,1,,
Ardea_herodias,test,1.4714484709002,1,,
Sillago_sihama,test,0.099125279296995,1,,
Rhincodon_typus,test,3.29189099422049,1,,
Acanthopagrus_arabicus,test,2.49476793098544,1,,
Cinnyris_jugularis,test,0.645668995186006,1,,
Porzana_carolina,test,0.181501268829917,1,,
Pelecanus_onocrotalus,test,0.870170166888472,1,,
Paleosuchus_trigonatus,test,0.902299280817895,1,,
Lampornis_clemenciae,test,0.621452940303077,1,,
Forpus_passerinus,test,2.67371877654689,1,,
Podocnemis_expansa,test,3.46386795204969,1,,
Symsagittifera_roscoffensis,test,24.6023971190877,1,,
Spiza_americana,test,0.513106289606199,1,,
Sylvia_atricapilla,test,0.247848739117755,1,,
Oncorhynchus_gilae,test,0.953253596701905,1,,
Anolis_gundlachi,test,0.661891335167217,1,,
Emberizoides_ypiranganus,test,0.166020812785134,1,,
Gerlachea_australis,test,6.60675902254409,1,,
Plethodon_cinereus,test,1.81460171208729,1,,
Eudyptes_pachyrhynchus,test,0.725207234433132,1,,
Dorosoma_cepedianum,test,6.92056418409402,1,,
Cypseloides_cherriei,test,0.217150249403013,1,,
Plectropomus_maculatus,test,1.52911404481338,1,,
Cypsiurus_balasiensis,test,2.6094997650217,1,,
Junco_phaeonotus,test,0.814508148432709,1,,
Fregetta_tropica,test,1.07891476958538,1,,
Paralabrax_auroguttatus,test,2.46001469022669,1,,
Stegastes_acapulcoensis,test,4.36616224764435,1,,
Liparis_pulchellus,test,3.0174010132738,1,,
Sporophila_beltoni,test,0.443088180566497,1,,
