Row,data_split,deb_loss,success,error_type,error_message
Acipenser_sturio,test,NaN,0,predict_or_loss_error,The entries in tspan must strictly increase or decrease.
Cochlearius_cochlearius,test,2.18088265559395,1,,
Wallabia_bicolor,test,4.00996244956922,1,,
Ammodytes_personatus,test,0.467944830623561,1,,
Typhlonarke_aysoni,test,0.162324859349657,1,,
Ctenophorus_adelaidensis,test,10.1895731267045,1,,
Spheniscus_demersus,test,2.10707263605647,1,,
Acanthiza_chrysorrhoa,test,1.22433179013931,1,,
Urogymnus_polylepis,test,0.33921792975526,1,,
Branchinella_thailandensis,test,1.87268302796302,1,,
Gyrinophilus_palleucus,test,9.32241663046409,1,,
Myiobius_atricaudus,test,2.97597596204482,1,,
Sardinella_gibbosa,test,0.549059345231687,1,,
Hemitriakis_japanica,test,0.349770088881062,1,,
Fulmarus_glacialis,test,3.644535431489,1,,
Cinclus_leucocephalus,test,1.1939985213992,1,,
Tersina_viridis,test,1.62124981560152,1,,
Crocodylus_siamensis,test,1.76036585261514,1,,
Phylloscopus_sibilatrix,test,1.28588248038923,1,,
Melanitta_perspicillata,test,2.44405716115055,1,,
Alaskozetes_antarcticus,test,17.7634132424283,1,,
Mohoua_novaeseelandiae,test,1.65193432053568,1,,
Achoerodus_gouldii,test,4.43434754265443,1,,
Pseudoseisura_lophotes,test,1.39956830454924,1,,
Hypsibius_convergens,test,1.60468435357723,1,,
Branchotenthes_octohamatus,test,8.26132526949628,1,,
Himatione_sanguinea,test,1.83409884207069,1,,
Acanthogobius_flavimanus,test,5.50177358624644,1,,
Crocodylus_niloticus,test,1.99156201743994,1,,
Argya_squamiceps,test,1.42793617324835,1,,
Cancer_pagurus,test,18.3075188358938,1,,
Aethia_pusilla,test,2.35356546062765,1,,
Desmognathus_brimleyorum,test,0.842703756088154,1,,
Branta_canadensis,test,2.35585955582885,1,,
Chondestes_grammacus,test,1.25413205379494,1,,
Gallus_gallus_WL,test,4.81695909545526,1,,
Glyptemys_muhlenbergii,test,2.22013081708625,1,,
Archilochus_alexandri,test,4.69020846558683,1,,
Sakesphorus_canadensis,test,1.31727436102113,1,,
Gasterosteus_aculeatus,test,0.576682571024559,1,,
Calidris_melanotos,test,1.66049140101751,1,,
Orectolobus_maculatus,test,0.530727276585615,1,,
Phalacronotus_micronemus,test,0.268809252190769,1,,
Megascops_kennicottii,test,1.19307375594002,1,,
Buphagus_erythrorhynchus,test,1.18429890384196,1,,
Platichthys_flesus,test,6.5091577811058,1,,
Astyanax_bimaculatus,test,0.693619682566714,1,,
Dendrobaena_octaedra,test,3.24750837034094,1,,
Serinus_canaria,test,1.42477922118188,1,,
Dermatemys_mawii,test,3.28547562604184,1,,
Taeniopygia_guttata,test,1.90110250616511,1,,
Stolephorus_carpentariae,test,0.98744752044802,1,,
Lagopus_muta,test,1.27383618096467,1,,
Acridotheres_cristatellus,test,1.28905810425327,1,,
Emberiza_citrinella,test,2.91800567132216,1,,
Boa_constrictor,test,3.95162517679035,1,,
Morone_mississippiensis,test,0.523217030504312,1,,
Cirrhinus_cirrhosus,test,2.25265134693656,1,,
Spinus_pinus,test,1.58043826446786,1,,
Lagostrophus_fasciatus,test,2.46336760524202,1,,
Melanitta_deglandi,test,4.40040400926844,1,,
